Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-DQ-7588	7.78E-01	7.93E-01	6.75E-01	5.53E-01	7.57E-01	9.22E-01	8.03E-01	5.18E-01	1.00E+00
TCGA-DQ-7591	3.81E-01	3.12E-01	6.74E-02	5.87E-01	5.24E-01	4.33E-01	2.43E-01	4.93E-01	4.57E-01
TCGA-DQ-7592	4.47E-01	3.83E-01	5.15E-01	8.07E-01	1.02E+00	7.63E-01	8.24E-01	1.02E+00	6.63E-01
TCGA-DQ-7593	1.58E-01	0.00E+00	1.43E-01	5.08E-01	4.99E-01	3.84E-01	3.48E-01	2.65E-01	2.02E-01
TCGA-DQ-7596	8.65E-02	1.96E-01	1.01E-01	4.23E-01	3.14E-01	2.57E-01	3.17E-01	2.11E-01	1.90E-01
TCGA-F7-7848	9.55E-01	7.18E-01	3.26E+00	8.43E-01	1.76E+00	2.63E+00	2.99E+00	1.77E+00	1.12E+00
TCGA-F7-8298	9.31E-01	9.33E-01	5.42E-01	5.87E-01	7.67E-01	6.81E-01	6.36E-01	4.32E-01	8.12E-01
TCGA-F7-8489	8.13E-01	7.03E-01	7.71E-01	7.09E-01	9.14E-01	8.37E-01	7.13E-01	8.33E-01	9.90E-01
TCGA-F7-A50G	7.81E-01	8.08E-01	3.78E-01	1.47E+00	1.45E+00	6.13E-01	4.40E-01	5.92E-01	3.23E-01
TCGA-F7-A50I	5.86E-01	4.91E-01	1.12E+00	8.41E-01	1.15E+00	1.06E+00	9.26E-01	1.16E+00	9.31E-01
TCGA-F7-A50J	1.25E+00	1.28E+00	7.27E-01	1.07E+00	1.36E+00	9.93E-01	9.98E-01	8.63E-01	6.41E-01
TCGA-F7-A61S	5.15E-01	3.07E-01	6.00E-01	1.13E+00	1.37E+00	9.57E-01	9.47E-01	1.09E+00	9.38E-01
TCGA-F7-A61V	8.71E-01	6.18E-01	8.48E-01	6.02E-01	1.07E+00	1.35E+00	1.04E+00	7.85E-01	8.03E-01
TCGA-F7-A61W	2.39E-01	2.49E-01	3.87E-01	4.01E-01	7.12E-01	7.59E-01	7.07E-01	9.41E-01	9.98E-01
TCGA-F7-A620	4.31E-01	3.85E-01	3.95E-01	6.12E-01	7.02E-01	4.68E-01	6.87E-01	6.32E-01	5.46E-01
TCGA-F7-A622	1.59E-01	2.16E-01	3.05E-01	8.06E-01	8.83E-01	7.25E-01	6.95E-01	3.95E-01	6.15E-01
TCGA-F7-A623	9.11E-01	8.75E-01	7.31E-01	1.16E+00	1.44E+00	1.18E+00	1.32E+00	1.38E+00	1.17E+00
TCGA-H7-7774	8.27E-01	3.08E-01	7.34E-01	1.64E+00	1.77E+00	1.03E+00	8.23E-01	1.36E+00	7.54E-01
TCGA-H7-8501	2.03E+00	2.17E+00	4.18E-01	9.31E-01	9.00E-01	6.49E-01	3.90E-01	4.84E-01	4.21E-01
TCGA-H7-A6C4	2.96E-01	3.00E-02	0.00E+00	6.15E-01	5.78E-01	3.88E-01	2.75E-01	3.23E-01	2.18E-01
TCGA-H7-A6C5	4.63E-01	3.37E-01	8.46E-01	1.09E+00	1.12E+00	1.09E+00	8.30E-01	8.89E-01	5.37E-01
TCGA-H7-A76A	1.03E+00	1.06E+00	2.36E-01	5.89E-01	6.85E-01	3.81E-01	4.28E-01	4.46E-01	2.93E-01
TCGA-HD-7229	5.88E-01	8.47E-01	1.25E+00	1.17E+00	1.28E+00	1.32E+00	1.89E+00	1.06E+00	8.45E-01
TCGA-HD-7753	3.05E-01	3.31E-01	9.61E-01	3.82E-01	8.67E-01	8.84E-01	8.81E-01	7.57E-01	1.14E+00
TCGA-HD-7754	8.49E-01	3.00E-02	1.67E-01	1.30E+00	1.38E+00	6.40E-01	2.99E-01	6.14E-01	3.25E-01
TCGA-HD-7831	1.91E-01	7.56E-02	2.10E-01	5.53E-01	5.97E-01	5.26E-01	4.01E-01	4.96E-01	3.65E-01
TCGA-HD-7832	7.74E-01	4.52E-01	3.26E-01	9.93E-01	1.26E+00	8.53E-01	8.58E-01	1.05E+00	1.02E+00
TCGA-HD-8224	3.63E-01	2.40E-01	6.34E-01	7.01E-01	7.49E-01	6.01E-01	6.21E-01	6.08E-01	6.28E-01
TCGA-HD-8314	1.02E+00	1.03E+00	3.92E-01	4.41E-01	5.75E-01	4.92E-01	5.56E-01	3.74E-01	3.44E-01
TCGA-HD-8634	5.09E-01	3.65E-01	4.31E-01	8.65E-01	8.13E-01	3.98E-01	5.98E-01	7.54E-01	2.84E-01
TCGA-HD-8635	1.73E+00	1.91E+00	8.59E-01	9.22E-01	1.71E+00	1.45E+00	1.25E+00	1.23E+00	1.08E+00
TCGA-HD-A4C1	1.68E+00	1.74E+00	6.87E-01	1.45E+00	1.57E+00	1.15E+00	8.37E-01	1.45E+00	7.90E-01
TCGA-HD-A633	1.19E+00	1.34E+00	7.95E-01	9.52E-01	1.12E+00	1.13E+00	7.93E-01	6.82E-01	1.93E-01
TCGA-HD-A634	3.25E-01	9.13E-02	5.48E-01	6.20E-01	6.77E-01	5.09E-01	4.32E-01	3.37E-01	1.60E-01
TCGA-HD-A6HZ	5.29E-01	5.10E-01	5.45E-01	8.56E-01	8.40E-01	8.20E-01	6.61E-01	8.39E-01	2.51E-01
TCGA-HD-A6I0	5.70E-01	3.14E-01	3.75E-01	9.58E-01	1.04E+00	8.34E-01	5.80E-01	5.82E-01	3.76E-01
TCGA-IQ-7630	8.71E-01	7.25E-01	5.12E-01	1.64E+00	1.65E+00	5.20E-01	3.78E-01	9.70E-01	3.92E-01
TCGA-IQ-7631	3.17E-01	1.14E-01	2.14E-01	7.65E-01	7.03E-01	3.28E-01	2.92E-01	4.45E-01	2.19E-01
TCGA-IQ-7632	2.89E-01	5.80E-02	3.15E-01	3.89E-01	6.28E-01	7.02E-01	5.24E-01	5.62E-01	6.03E-01
TCGA-IQ-A61E	2.05E+00	2.07E+00	3.00E-01	9.38E-01	1.26E+00	8.17E-01	6.01E-01	7.09E-01	4.31E-01
TCGA-IQ-A61G	6.32E-01	5.04E-01	9.02E-01	1.08E+00	1.44E+00	1.21E+00	1.07E+00	1.25E+00	9.15E-01
TCGA-IQ-A61H	8.78E-01	8.80E-01	4.96E-01	1.02E+00	1.19E+00	1.11E+00	7.55E-01	9.15E-01	8.05E-01
TCGA-IQ-A61I	2.05E+00	1.95E+00	2.33E-01	9.53E-01	9.98E-01	6.42E-01	3.55E-01	5.22E-01	2.35E-01
TCGA-IQ-A61J	2.63E-01	0.00E+00	3.58E-01	6.91E-01	6.86E-01	5.22E-01	3.11E-01	4.27E-01	3.49E-01
TCGA-IQ-A61O	3.14E-01	0.00E+00	2.85E-01	6.21E-01	5.10E-01	5.46E-01	2.69E-01	4.42E-01	2.06E-01
TCGA-IQ-A6SG	4.11E-01	2.55E-01	8.22E-01	9.57E-01	1.19E+00	9.00E-01	9.47E-01	1.05E+00	8.30E-01
TCGA-IQ-A6SH	5.17E-01	3.49E-01	3.31E-01	1.01E+00	1.08E+00	7.32E-01	5.27E-01	9.01E-01	6.14E-01
TCGA-KU-A66S	9.83E-01	2.62E+00	6.49E+00	1.67E+00	2.71E+00	3.89E+00	8.42E+00	1.81E+00	1.58E+00
TCGA-KU-A66T	4.68E-01	4.70E-01	8.80E-01	1.24E+00	1.42E+00	7.53E-01	1.08E+00	9.73E-01	5.41E-01
TCGA-KU-A6H7	2.08E+00	2.13E+00	1.06E-01	6.34E-01	8.37E-01	6.26E-01	4.65E-01	5.59E-01	3.28E-01
TCGA-KU-A6H8	6.74E-02	1.09E-01	2.48E-01	3.04E-01	3.11E-01	2.69E-01	2.38E-01	2.56E-01	4.00E-01
TCGA-MT-A51W	5.38E-01	6.19E-01	3.84E-01	2.98E-01	6.45E-01	5.40E-01	5.90E-01	6.02E-01	5.76E-01
TCGA-MT-A51X	2.73E-01	1.96E-01	1.09E-01	1.12E+00	9.77E-01	7.00E-01	2.34E-01	8.17E-01	3.94E-01
TCGA-MT-A67A	6.54E-01	3.83E-01	3.70E-01	1.50E+00	1.54E+00	8.62E-01	7.42E-01	9.37E-01	6.58E-01
TCGA-MT-A67D	7.01E-01	1.32E-01	4.51E-01	1.22E+00	1.33E+00	9.76E-01	6.70E-01	1.16E+00	1.07E+00
TCGA-MT-A67F	4.84E+00	4.93E+00	2.23E-02	9.38E-01	1.68E+00	8.88E-01	6.02E-01	8.68E-01	3.26E-01
TCGA-MT-A7BN	4.20E-01	3.05E-01	5.18E-01	8.00E-01	9.33E-01	7.38E-01	6.01E-01	6.40E-01	4.19E-01
TCGA-MZ-A5BI	2.48E-01	2.47E-01	2.74E-01	6.23E-01	4.48E-01	2.52E-01	3.03E-01	6.05E-01	1.56E-01
TCGA-MZ-A6I9	2.97E-01	2.84E-01	2.43E-01	4.54E-01	4.36E-01	5.02E-01	5.41E-01	3.86E-01	2.68E-01
TCGA-MZ-A7D7	9.28E-01	9.26E-01	6.56E-01	4.87E-01	1.00E+00	1.13E+00	8.99E-01	8.71E-01	8.53E-01
TCGA-P3-A5Q5	4.00E+00	4.14E+00	4.43E-01	1.07E+00	2.09E+00	9.84E-01	9.56E-01	6.40E-01	5.07E-01
TCGA-P3-A5Q6	6.97E-01	5.67E-01	6.25E-01	1.05E+00	1.28E+00	1.26E+00	1.27E+00	1.09E+00	9.64E-01
TCGA-P3-A5QA	2.58E-01	6.57E-02	5.61E-01	1.14E+00	1.22E+00	7.80E-01	6.42E-01	8.14E-01	8.61E-02
TCGA-P3-A5QE	3.36E-01	3.59E-01	3.49E-01	7.70E-01	6.57E-01	4.50E-01	3.78E-01	3.27E-01	2.48E-01
TCGA-P3-A5QF	6.38E+00	6.56E+00	7.06E-02	9.86E-01	2.50E+00	1.02E+00	9.06E-01	7.78E-01	7.90E-02
TCGA-P3-A6SW	5.72E-01	5.07E-01	2.89E-01	7.26E-01	7.99E-01	7.97E-01	5.05E-01	6.00E-01	4.94E-01
TCGA-P3-A6SX	6.14E-01	8.96E-01	1.04E+00	1.06E+00	1.39E+00	1.45E+00	1.03E+00	1.28E+00	1.32E+00
TCGA-P3-A6T0	6.50E-01	3.38E-01	1.39E-01	1.44E+00	1.42E+00	1.05E+00	8.43E-01	9.51E-01	6.57E-01
TCGA-P3-A6T2	6.47E-01	4.16E-01	7.41E-01	7.37E-01	6.08E-01	7.99E-01	8.69E-01	5.16E-01	3.46E-01
TCGA-P3-A6T3	1.27E+00	1.30E+00	3.20E-01	8.18E-01	8.28E-01	6.90E-01	6.78E-01	5.42E-01	1.97E-01
TCGA-P3-A6T4	1.26E+00	1.41E+00	5.89E-01	5.71E-01	1.00E+00	1.06E+00	1.22E+00	7.98E-01	9.99E-01
TCGA-P3-A6T5	1.69E+00	1.85E+00	7.95E-01	1.22E+00	1.37E+00	1.02E+00	8.50E-01	9.94E-01	9.88E-01
TCGA-P3-A6T6	1.15E+00	1.22E+00	1.06E+00	6.42E-01	8.65E-01	1.10E+00	9.91E-01	6.77E-01	6.82E-01
TCGA-P3-A6T7	7.56E-01	9.24E-01	4.67E-01	1.08E+00	1.29E+00	1.06E+00	1.26E+00	1.08E+00	9.23E-01
TCGA-P3-A6T8	6.12E-01	2.53E-01	1.74E-01	8.95E-01	1.12E+00	1.08E+00	8.41E-01	9.35E-01	9.47E-01
TCGA-QK-A64Z	8.40E-01	9.62E-01	3.32E-01	6.56E-01	7.90E-01	4.69E-01	4.65E-01	7.74E-01	4.54E-01
TCGA-QK-A652	2.77E-01	1.70E-01	5.13E-01	5.26E-01	5.62E-01	4.24E-01	5.09E-01	6.02E-01	4.10E-01
TCGA-QK-A6IF	3.17E-01	3.00E-02	1.27E-01	5.54E-01	4.68E-01	3.40E-01	2.13E-01	5.05E-01	1.25E-01
TCGA-QK-A6IG	9.32E-01	9.08E-01	4.33E-01	1.22E+00	1.17E+00	7.64E-01	5.98E-01	8.28E-01	3.23E-01
TCGA-QK-A6IH	6.42E-01	5.41E-01	2.94E-01	7.92E-01	8.54E-01	6.19E-01	6.14E-01	7.59E-01	5.99E-01
TCGA-QK-A6II	1.70E+00	1.76E+00	5.06E-01	7.83E-01	1.35E+00	1.05E+00	7.90E-01	9.22E-01	9.23E-01
TCGA-QK-A6IJ	3.53E-01	1.40E-01	2.48E-01	7.42E-01	8.42E-01	9.11E-01	6.07E-01	4.85E-01	2.99E-01
TCGA-QK-A6V9	5.27E-01	3.84E-01	2.91E-01	1.15E+00	1.16E+00	6.36E-01	5.68E-01	6.08E-01	3.90E-01
TCGA-QK-A6VB	1.19E+00	2.47E-01	3.18E+00	4.70E+00	4.54E+00	2.39E+00	3.30E+00	6.89E+00	2.00E+00
TCGA-QK-A6VC	1.59E+00	1.79E+00	6.25E-01	5.87E-01	1.10E+00	1.05E+00	1.19E+00	7.07E-01	6.40E-01
TCGA-QK-A8Z7	4.34E-01	4.39E-01	1.14E+00	1.65E+00	1.60E+00	1.56E+00	1.07E+00	1.46E+00	8.89E-01
TCGA-QK-A8Z8	1.23E+00	6.16E-01	3.33E+00	1.21E+00	1.80E+00	2.67E+00	2.85E+00	1.86E+00	1.38E+00
TCGA-QK-A8Z9	7.38E-01	6.08E-01	5.77E-01	9.18E-01	1.45E+00	1.41E+00	1.03E+00	1.27E+00	9.69E-01
TCGA-QK-A8ZA	7.14E-01	7.37E-01	9.19E-01	8.92E-01	1.13E+00	1.20E+00	9.79E-01	7.17E-01	8.56E-01
TCGA-QK-A8ZB	6.87E-01	7.99E-01	5.86E-01	9.69E-01	1.02E+00	1.07E+00	7.12E-01	1.15E+00	6.09E-01
TCGA-QK-AA3J	9.62E-01	8.91E-01	4.70E-01	6.34E-01	8.23E-01	9.70E-01	1.01E+00	7.99E-01	1.18E+00
TCGA-QK-AA3K	5.71E-01	3.88E-01	7.48E-01	8.45E-01	9.84E-01	9.86E-01	8.63E-01	8.54E-01	9.89E-01
TCGA-RS-A6TO	1.11E+00	1.19E+00	6.67E-01	1.34E+00	1.47E+00	1.19E+00	9.95E-01	8.61E-01	7.55E-01
TCGA-RS-A6TP	1.84E+00	1.98E+00	1.68E-01	8.17E-01	1.23E+00	5.01E-01	5.10E-01	7.27E-01	2.76E-01
TCGA-T2-A6WX	2.44E+00	2.66E+00	4.55E-01	1.12E+00	1.56E+00	8.10E-01	4.83E-01	7.81E-01	3.53E-01
TCGA-T2-A6WZ	4.97E-01	5.34E-01	6.47E-01	7.28E-01	9.96E-01	8.08E-01	7.46E-01	7.24E-01	7.03E-01
TCGA-T2-A6X0	4.57E-01	1.06E-01	3.00E-01	1.07E+00	1.19E+00	3.52E-01	6.25E-01	7.03E-01	4.58E-01
TCGA-T2-A6X2	5.05E+00	5.60E+00	6.79E-01	9.63E-01	2.80E+00	1.42E+00	1.66E+00	9.35E-01	3.03E-01
TCGA-T3-A92M	3.69E+00	3.82E+00	8.97E-01	9.12E-01	2.03E+00	1.24E+00	1.27E+00	9.46E-01	9.01E-01
TCGA-T3-A92N	1.11E+00	1.10E+00	5.28E-01	1.26E+00	1.31E+00	1.13E+00	9.29E-01	1.15E+00	1.14E+00
TCGA-TN-A7HI	5.08E-01	2.18E-01	4.91E-01	1.13E+00	1.17E+00	4.25E-01	3.88E-01	5.66E-01	1.83E-01
TCGA-TN-A7HJ	8.68E-01	8.17E-01	4.59E-01	5.91E-01	7.47E-01	7.61E-01	6.17E-01	6.17E-01	1.87E-01
TCGA-TN-A7HL	1.15E+01	1.23E+01	7.13E-01	1.42E+00	5.31E+00	1.37E+00	9.76E-01	7.74E-01	4.02E-01
TCGA-UF-A718	2.10E-01	2.04E-01	6.78E-01	6.17E-01	7.77E-01	7.23E-01	7.85E-01	4.96E-01	6.01E-01
TCGA-UF-A719	4.42E-01	2.32E-01	7.29E-01	8.99E-01	1.14E+00	1.19E+00	1.05E+00	1.03E+00	1.02E+00
TCGA-UF-A71A	6.73E-01	6.34E-01	1.11E+00	1.19E+00	1.54E+00	1.51E+00	1.22E+00	1.25E+00	1.37E+00
TCGA-UF-A71B	6.45E-01	6.01E-01	5.58E-01	9.94E-01	1.40E+00	1.28E+00	1.23E+00	1.21E+00	1.34E+00
TCGA-UF-A71D	1.22E+00	1.16E+00	3.35E+00	2.08E+00	2.70E+00	3.05E+00	3.53E+00	2.89E+00	1.66E+00
TCGA-UF-A71E	7.20E-01	4.51E-01	1.07E+00	1.67E+00	1.67E+00	1.23E+00	1.09E+00	1.25E+00	1.11E+00
TCGA-UF-A7J9	1.31E+00	1.52E+00	1.53E+00	1.08E+00	1.38E+00	1.64E+00	1.30E+00	1.16E+00	9.97E-01
TCGA-UF-A7JA	1.23E+00	1.30E+00	1.05E+00	7.35E-01	1.19E+00	1.17E+00	1.02E+00	1.11E+00	1.13E+00
TCGA-UF-A7JC	4.45E-01	3.32E-01	5.01E-01	6.12E-01	7.51E-01	6.65E-01	4.34E-01	5.47E-01	6.46E-01
TCGA-UF-A7JD	4.37E-01	2.67E-01	7.98E-01	9.76E-01	1.14E+00	1.16E+00	9.33E-01	9.33E-01	1.06E+00
TCGA-UF-A7JF	6.50E-01	5.36E-01	1.01E+00	5.87E-01	8.68E-01	8.98E-01	1.10E+00	7.74E-01	8.29E-01
TCGA-UF-A7JH	4.99E-01	3.44E-01	7.17E-01	9.36E-01	1.08E+00	8.65E-01	4.82E-01	5.86E-01	4.69E-01
TCGA-UF-A7JJ	6.61E-02	2.01E-01	8.23E-01	3.34E-01	5.86E-01	8.93E-01	6.35E-01	6.25E-01	6.32E-01
TCGA-UF-A7JK	6.26E-01	2.03E-01	8.45E-01	1.10E+00	1.13E+00	9.03E-01	8.98E-01	8.15E-01	8.31E-01
TCGA-UF-A7JO	1.17E+00	1.20E+00	5.23E-01	1.44E+00	1.45E+00	9.21E-01	8.64E-01	1.09E+00	6.15E-01
TCGA-UF-A7JS	3.23E-01	6.02E-01	7.03E-01	6.42E-01	7.56E-01	8.46E-01	9.13E-01	7.10E-01	4.77E-01
TCGA-UF-A7JT	1.88E+00	2.08E+00	7.75E-01	1.49E+00	1.53E+00	1.19E+00	9.58E-01	8.65E-01	1.06E-01
TCGA-UF-A7JV	8.55E-01	9.54E-01	2.87E-01	4.29E-01	5.72E-01	7.21E-01	6.68E-01	4.98E-01	5.90E-01
TCGA-UP-A6WW	3.05E-01	7.17E-02	2.83E-01	7.99E-01	6.31E-01	4.70E-01	5.05E-01	6.45E-01	3.42E-01
TCGA-WA-A7GZ	1.25E+00	1.21E+00	9.48E-01	1.11E+00	1.40E+00	1.12E+00	1.09E+00	1.28E+00	1.14E+00
TCGA-WA-A7H4	3.71E-01	3.98E-01	3.62E-01	4.64E-01	4.29E-01	3.43E-01	4.34E-01	5.45E-01	4.43E-01
