,gene,cluster,t_stat,p_val,log2fc,mean_cluster,mean_others,corrected_p_val
3474,115572,1,16.62074986160492,4.0280582544351564e-47,2.1828128291000617,11.18116470387974,8.998351874779678,8.262683598841346e-45
3483,127294,1,7.296520777046474,2.11681751288216e-12,1.3994133214213944,8.350173987613829,6.950760666192434,1.873289834408991e-11
3499,147645,1,11.008030468064723,1.0895017196302754e-22,1.9506283589597206,9.967661088342696,8.017032729382976,2.586354230576321e-21
3513,43849,1,12.351038953510393,1.3786193790169943e-28,3.231514737745629,9.284449122729047,6.052934384983418,5.1779131606272085e-27
3539,54626,1,9.80532664042415,2.7107818608994984e-20,1.091489173091313,11.246700684915137,10.155211511823824,5.225603587276141e-19
3557,9022,1,17.326426631049586,2.0258130548000262e-47,2.4054285753263764,10.368696947542158,7.963268372215782,4.264869589052687e-45
3586,9435,1,8.778107859821208,2.6089094446805755e-16,1.2261265605463052,10.722017637562654,9.49589107701635,3.4436658741154654e-15
3600,29841,1,9.480592256325384,6.883389084829422e-19,1.1761419172252126,10.954398785835053,9.77825686860984,1.164209570372841e-17
3601,84649,1,8.606555651909412,6.853772183205784e-16,1.1927536461881134,9.163846717755455,7.971093071567341,8.56721522900723e-15
3611,79983,1,6.310289306847191,1.2085827636388664e-09,1.4568744036007164,9.66602314922233,8.209148745621613,7.500901558658597e-09
3627,348938,1,14.917637707028847,8.733393768291601e-42,2.1558304076542854,11.37585672029233,9.220026312638044,9.981021449476114e-40
3629,242,1,15.10262992871309,1.2940022011162188e-38,3.273492436509744,9.896519772209954,6.62302733570021,1.0563283274418112e-36
3640,2049,1,11.57823489041245,2.9149761745836866e-27,1.0672629075725162,11.497146900207188,10.429883992634672,9.839582023911179e-26
3656,374,1,8.273439367521389,1.943043545842988e-15,1.3548503446496625,10.091874360372344,8.737024015722682,2.3269982584945964e-14
3671,3850,1,8.166870940676871,9.812783438499292e-14,2.3447839528269907,4.750459588253298,2.405675635426307,9.95973934032438e-13
3699,56300,1,9.624348027077948,1.423055543713956e-19,1.9082691300452357,10.051251284605462,8.142982154560226,2.5583021010587972e-18
3716,5017,1,11.938063191777067,6.096849099838978e-28,1.3968161558849488,11.018939800357495,9.622123644472547,2.227159488525654e-26
3720,11226,1,11.675510945280733,6.364538228173167e-27,1.4284325452986302,11.175938957986446,9.747506412687816,2.086733845302678e-25
3727,43847,1,10.38379526732556,5.790624427240426e-21,3.1050454438845536,7.843227965301324,4.73818252141677,1.1727846941246432e-19
3730,79689,1,8.278070832074388,7.555508493712214e-15,1.6527205696806977,9.696667345056692,8.043946775375995,8.383365873744482e-14
3752,57822,1,7.000916064440913,1.409867121548646e-11,1.0328868954918224,10.500902889688348,9.468015994196525,1.1167264329098186e-10
3763,79919,1,10.693736354456334,1.2495473329614992e-23,1.840678287926452,9.078697732607417,7.2380194446809645,3.27750120121049e-22
3817,27063,1,4.075401026371249,6.33360966783255e-05,1.4362512625559374,5.771574146848621,4.335322884292683,0.00020324459423449822
3820,128876,1,9.265823605669782,1.777731728450323e-18,1.5968042882469557,10.577037940182558,8.980233651935603,2.926307371934688e-17
3844,2069,1,12.682414205023637,4.728326132920287e-31,2.869927779238912,9.80814676495224,6.938218985713327,2.161520517906417e-29
3852,26154,1,11.13948451942576,5.313048197558141e-24,1.8206837619825311,10.55276609680401,8.732082334821479,1.4168128526821709e-22
3855,448834,1,15.697545099517265,3.0369088850110293e-38,3.8715173698794993,8.687250355933426,4.815732986053926,2.3977984027006414e-36
3865,1241,1,11.682372960935469,5.803857772106614e-26,1.1580956241367701,11.22454455987619,10.06644893573942,1.778960236661031e-24
3874,1672,1,8.906545234132892,7.26438707343039e-17,1.825661425503462,9.222547089202921,7.396885663699459,1.0019844239214332e-15
3983,124976,1,8.593275528748237,1.3557440259899945e-15,1.137581710860756,9.686279663296654,8.548697952435898,1.645819758409705e-14
4010,6779,0,3.9670664432703715,9.512910373246476e-05,1.2390294463066724,3.0347428880896494,1.795713441782977,0.0002953173573378805
4025,124220,0,4.490271147462461,1.060502952436712e-05,1.285368470180786,5.582909735856268,4.297541265675482,3.847629759407572e-05
4028,5266,0,4.902977540789957,1.3399525570516784e-06,1.2729013637448823,14.00348412848988,12.730582764744998,5.586045052847018e-06
4038,92747,0,6.34763223831529,9.473522062298849e-10,2.7405223179006994,5.40050433658005,2.6599820186793504,5.962877773280157e-09
4100,727897,0,5.59571127655834,5.50428220481051e-08,2.2801346787478365,6.051826712717317,3.771692033969481,2.7677094681636755e-07
4117,51297,0,5.660696471423215,4.3175225915645564e-08,1.8139590055171166,2.9101747027504987,1.096215697233382,2.2056309535451118e-07
4138,5284,0,6.046457052417003,4.92560799105178e-09,2.2027131111467018,6.8944917478155,4.691778636668798,2.8226979891414213e-08
4163,5304,0,5.41708989007715,1.5400887541522723e-07,1.3357784606164627,2.2780128914208206,0.9422344308043579,7.307657196452064e-07
4202,1755,0,3.5200059391159026,0.0005153617004094143,1.3092252180469077,5.265499450861721,3.9562742328148137,0.0013731849351760865
4233,1646,0,4.543881570760748,7.91557229103166e-06,1.1587236416029842,11.162071319325907,10.003347677722923,2.9357709007071525e-05
4238,57016,0,4.275966316349637,2.417255078522342e-05,1.0281411535485905,11.51662385224487,10.488482698696279,8.317959900520888e-05
4266,3934,0,4.926150070588627,1.2578556569826382e-06,1.0681789523901788,11.683126313637835,10.614947361247657,5.260243207454838e-06
4289,10406,0,5.480518425763268,8.27078250557129e-08,1.6389489352742244,7.840845263661463,6.201896328387239,4.0617716417784117e-07
4290,80341,0,5.26697600959331,2.993896042525928e-07,1.9984361144359495,3.4273464236421023,1.4289103092061528,1.36707581850499e-06
4338,4585,0,3.543703807694791,0.0004518733443479462,1.1659121216433936,8.492910821115672,7.326998699472278,0.0012205532437150402
4369,338324,0,3.3277806859528773,0.0009551625876147459,1.0313653287059683,9.427573422115533,8.396208093409564,0.002389399843939327
4432,10321,0,4.06619151570215,6.082352923564755e-05,1.1781528531509404,4.050626265735074,2.872473412584134,0.0001959678751047847
4495,2877,0,3.845532717026978,0.00014557306962467655,1.0764012768260187,10.471699697115554,9.395298420289535,0.00043584751384633696
4521,5744,0,5.981565936830814,4.4818265755851655e-09,1.036152395167992,11.803919648390883,10.76776725322289,2.583185346158597e-08
4526,7348,0,4.127020978747073,4.8919673766513383e-05,1.6866233786304896,6.62550923863787,4.93888586000738,0.00016032666535522618
4540,92304,0,5.0864257495197505,7.258556903731077e-07,1.7823776971340748,4.292725096638848,2.510347399504773,3.154180077666954e-06
4568,26085,0,3.6464183410808246,0.00030283380761718354,1.0388613009166026,9.247852326345491,8.208991025428888,0.0008476803572209477
4571,6705,0,3.5501168500999425,0.0004401561819990154,1.1476526690823015,7.84453806458172,6.696885395499419,0.0011928351815691475
